,neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
554,Brooklyn,Entire home/apt,145,3,123,1.29,1,287
555,Brooklyn,Private room,41,2,55,0.59,1,286
556,Brooklyn,Entire home/apt,120,4,87,0.99,1,263
557,Bronx,Private room,50,3,258,2.7,2,276
558,Brooklyn,Entire home/apt,157,2,4,0.18,1,0
559,Brooklyn,Entire home/apt,195,10,31,0.33,1,263
560,Brooklyn,Entire home/apt,70,4,128,1.34,2,90
561,Brooklyn,Entire home/apt,185,3,14,0.15,1,0
562,Brooklyn,Entire home/apt,145,3,30,0.32,3,11
563,Queens,Private room,50,10,258,2.9,1,287
564,Brooklyn,Entire home/apt,185,3,228,2.39,3,1
566,Manhattan,Private room,80,10,9,0.2,1,338
567,Manhattan,Entire home/apt,230,2,179,1.88,1,44
568,Brooklyn,Entire home/apt,100,7,9,0.1,1,0
569,Brooklyn,Private room,40,1,1,0.37,1,5
570,Manhattan,Private room,200,10,25,0.49,1,0
571,Staten Island,Private room,80,2,2,0.05,1,158
572,Brooklyn,Private room,79,3,152,1.6,3,192
573,Queens,Entire home/apt,95,10,24,0.25,8,358
575,Brooklyn,Entire home/apt,100,10,7,0.08,1,241
576,Manhattan,Private room,80,7,19,0.35,1,285
577,Brooklyn,Entire home/apt,110,1,24,0.26,1,183
578,Brooklyn,Entire home/apt,172,4,8,0.09,2,189
579,Manhattan,Entire home/apt,199,1,29,0.31,2,162
580,Manhattan,Entire home/apt,199,1,14,0.15,2,158
581,Manhattan,Private room,100,1,33,0.38,1,84
582,Manhattan,Private room,55,4,99,1.04,1,260
583,Brooklyn,Private room,75,3,59,0.62,3,0
584,Manhattan,Entire home/apt,146,3,142,1.5,1,166
586,Brooklyn,Entire home/apt,116,10,22,0.23,1,335
587,Manhattan,Private room,150,3,82,0.87,2,90
588,Brooklyn,Private room,120,2,23,0.24,6,342
589,Manhattan,Entire home/apt,199,4,32,0.34,1,28
590,Brooklyn,Entire home/apt,150,5,24,0.25,1,363
591,Manhattan,Private room,69,1,59,0.63,2,86
593,Brooklyn,Entire home/apt,230,4,18,0.21,1,0
594,Manhattan,Entire home/apt,125,4,3,0.03,1,0
595,Brooklyn,Private room,79,3,115,1.21,3,264
596,Brooklyn,Private room,130,3,154,1.63,2,305
597,Brooklyn,Private room,239,1,164,1.73,11,356
598,Staten Island,Entire home/apt,75,6,76,0.8,1,278
599,Brooklyn,Entire home/apt,220,3,116,1.23,2,135
600,Brooklyn,Entire home/apt,80,3,234,2.47,4,308
602,Brooklyn,Entire home/apt,135,4,82,0.87,1,273
603,Manhattan,Entire home/apt,225,3,13,0.15,1,83
604,Manhattan,Private room,110,10,59,0.64,1,281
605,Brooklyn,Entire home/apt,100,7,63,1.87,1,321
606,Manhattan,Private room,130,2,52,0.55,1,303
607,Manhattan,Private room,89,1,278,2.95,3,192
608,Brooklyn,Entire home/apt,200,5,1,0.01,1,0
609,Brooklyn,Entire home/apt,80,2,35,0.4,1,36
610,Bronx,Private room,50,5,235,2.49,2,271
611,Manhattan,Entire home/apt,135,10,115,1.21,2,341
612,Manhattan,Private room,90,1,109,1.15,1,333
614,Brooklyn,Entire home/apt,110,3,305,3.24,1,231
615,Manhattan,Entire home/apt,145,1,102,1.52,1,308
616,Manhattan,Entire home/apt,179,10,83,0.88,1,292
617,Queens,Private room,55,1,19,0.25,1,311
618,Manhattan,Private room,110,2,61,0.65,1,264
620,Queens,Private room,75,10,65,0.74,3,219
622,Manhattan,Private room,130,10,80,0.86,2,332
623,Manhattan,Entire home/apt,190,10,136,1.45,1,120
624,Manhattan,Entire home/apt,200,3,100,1.06,1,191
625,Brooklyn,Entire home/apt,180,2,125,1.36,3,248
627,Manhattan,Entire home/apt,160,4,0,0.0,1,0
628,Manhattan,Entire home/apt,195,10,139,1.59,4,325
629,Manhattan,Entire home/apt,241,10,0,0.0,1,249
631,Queens,Entire home/apt,75,10,49,0.53,1,313
632,Manhattan,Entire home/apt,100,5,8,0.11,1,0
634,Brooklyn,Private room,85,5,124,1.32,1,69
635,Brooklyn,Entire home/apt,80,10,5,0.12,1,0
636,Brooklyn,Private room,55,1,147,1.57,1,293
638,Brooklyn,Entire home/apt,110,6,8,0.33,1,4
639,Manhattan,Entire home/apt,200,2,37,0.39,1,257
641,Brooklyn,Entire home/apt,137,1,24,0.29,1,0
643,Brooklyn,Entire home/apt,199,10,242,2.59,1,102
644,Manhattan,Private room,71,4,229,2.45,1,26
645,Bronx,Private room,42,2,108,1.36,2,302
646,Brooklyn,Entire home/apt,180,2,181,1.92,1,280
647,Manhattan,Entire home/apt,226,5,34,0.39,1,302
648,Brooklyn,Private room,85,3,5,0.05,1,281
649,Manhattan,Entire home/apt,135,1,5,0.06,1,0
650,Queens,Entire home/apt,79,4,60,0.64,2,297
651,Manhattan,Entire home/apt,154,1,238,2.59,1,246
652,Brooklyn,Entire home/apt,199,3,34,0.37,28,60
654,Manhattan,Entire home/apt,246,4,6,0.16,1,0
655,Manhattan,Private room,125,10,4,0.06,1,364
656,Brooklyn,Private room,100,1,7,0.08,4,281
658,Brooklyn,Private room,150,3,0,0.0,1,0
659,Manhattan,Entire home/apt,119,1,49,0.58,1,0
660,Manhattan,Private room,125,1,11,0.12,2,365
663,Brooklyn,Private room,129,2,241,2.6,1,303
664,Manhattan,Private room,140,1,176,1.89,1,300
665,Manhattan,Private room,115,4,151,1.63,2,323
666,Manhattan,Entire home/apt,200,3,49,0.53,2,0
667,Brooklyn,Entire home/apt,96,10,13,0.14,1,204
668,Brooklyn,Entire home/apt,199,3,33,0.47,28,60
669,Brooklyn,Entire home/apt,199,3,24,0.32,28,84
670,Brooklyn,Entire home/apt,199,3,59,0.66,28,60
671,Brooklyn,Private room,69,1,2,0.04,1,303
672,Manhattan,Entire home/apt,185,2,16,0.23,1,261
673,Manhattan,Private room,81,2,72,0.77,1,0
674,Brooklyn,Entire home/apt,199,3,24,0.26,28,60
675,Brooklyn,Entire home/apt,199,3,23,0.26,28,60
676,Brooklyn,Entire home/apt,199,3,43,0.47,28,60
677,Brooklyn,Entire home/apt,199,3,30,0.32,28,56
678,Brooklyn,Entire home/apt,199,3,39,0.44,28,84
680,Brooklyn,Private room,249,3,3,0.03,28,60
682,Brooklyn,Private room,179,3,4,0.05,28,81
683,Queens,Private room,54,5,56,0.66,3,365
685,Brooklyn,Entire home/apt,110,1,2,0.03,1,0
686,Brooklyn,Entire home/apt,220,2,178,2.69,1,297
687,Brooklyn,Private room,89,10,30,0.8,1,91
688,Brooklyn,Entire home/apt,170,2,190,2.04,1,315
690,Queens,Entire home/apt,80,10,81,0.98,2,40
692,Brooklyn,Private room,98,4,216,2.31,1,288
693,Brooklyn,Entire home/apt,125,10,31,0.33,1,218
694,Brooklyn,Private room,48,10,53,0.57,2,1
695,Brooklyn,Private room,64,3,247,2.65,2,117
696,Brooklyn,Entire home/apt,154,3,233,2.5,1,0
697,Brooklyn,Entire home/apt,139,3,135,1.45,1,204
698,Queens,Private room,75,4,20,0.23,1,0
700,Manhattan,Entire home/apt,195,10,10,0.12,1,0
701,Manhattan,Private room,58,1,143,2.83,1,0
703,Staten Island,Private room,50,7,0,0.0,4,189
704,Staten Island,Entire home/apt,125,2,8,0.09,4,353
705,Brooklyn,Entire home/apt,70,7,4,0.05,2,0
706,Manhattan,Entire home/apt,189,2,314,3.45,2,206
707,Brooklyn,Entire home/apt,130,3,18,0.25,1,1
708,Manhattan,Entire home/apt,145,7,11,0.12,1,0
709,Manhattan,Private room,101,7,51,0.55,1,307
710,Manhattan,Private room,95,5,20,0.33,1,0
712,Manhattan,Entire home/apt,153,10,59,0.63,1,27
713,Brooklyn,Entire home/apt,92,4,54,0.62,1,27
714,Manhattan,Private room,80,5,10,0.46,1,348
716,Brooklyn,Entire home/apt,145,3,110,1.2,1,15
717,Manhattan,Private room,88,2,69,0.91,2,0
718,Manhattan,Entire home/apt,155,1,1,0.18,1,5
719,Brooklyn,Entire home/apt,185,10,24,0.26,1,0
720,Queens,Private room,73,2,95,1.02,2,0
721,Manhattan,Entire home/apt,225,2,129,1.41,1,107
722,Manhattan,Private room,85,7,171,1.84,2,144
723,Brooklyn,Private room,99,2,20,0.59,1,98
724,Brooklyn,Private room,48,10,17,0.27,2,0
725,Manhattan,Entire home/apt,200,5,8,0.09,1,0
728,Brooklyn,Entire home/apt,110,4,0,0.0,1,354
729,Manhattan,Entire home/apt,109,10,36,0.39,5,286
730,Manhattan,Entire home/apt,167,10,16,0.17,5,252
731,Brooklyn,Entire home/apt,147,10,5,0.12,1,189
732,Manhattan,Entire home/apt,220,4,0,0.0,1,0
733,Manhattan,Entire home/apt,195,4,68,0.77,1,271
734,Manhattan,Entire home/apt,199,10,89,0.99,1,0
735,Manhattan,Private room,65,10,10,1.02,1,0
736,Queens,Private room,55,1,38,0.85,1,0
737,Bronx,Private room,50,2,15,0.17,1,337
738,Brooklyn,Private room,60,2,20,0.42,1,347
739,Manhattan,Private room,99,3,25,0.96,2,127
740,Manhattan,Entire home/apt,130,2,35,0.42,1,41
743,Brooklyn,Private room,50,3,26,0.33,1,158
744,Queens,Private room,96,2,244,2.74,1,270
745,Brooklyn,Private room,45,10,21,0.29,3,88
746,Queens,Private room,85,2,270,2.95,2,306
747,Brooklyn,Private room,34,10,16,0.19,3,216
749,Brooklyn,Private room,190,1,30,0.33,2,365
750,Brooklyn,Private room,75,2,5,0.06,2,365
751,Brooklyn,Entire home/apt,93,4,115,1.25,1,312
752,Brooklyn,Private room,60,5,9,0.19,2,33
753,Brooklyn,Private room,65,5,45,0.52,2,0
754,Manhattan,Entire home/apt,125,10,19,0.21,1,365
756,Manhattan,Entire home/apt,150,2,203,2.22,1,300
757,Manhattan,Entire home/apt,56,10,20,0.41,1,216
759,Brooklyn,Private room,60,4,6,0.07,1,303
760,Brooklyn,Entire home/apt,88,5,7,0.08,1,0
761,Brooklyn,Private room,60,2,35,0.38,2,161
763,Manhattan,Private room,200,6,0,0.0,1,0
764,Manhattan,Private room,99,2,54,0.88,1,50
765,Brooklyn,Entire home/apt,110,3,115,1.75,2,28
766,Brooklyn,Entire home/apt,135,5,6,0.13,1,317
767,Manhattan,Entire home/apt,110,10,1,0.02,1,275
768,Brooklyn,Entire home/apt,165,3,204,2.31,1,80
769,Brooklyn,Entire home/apt,127,10,1,0.03,1,365
771,Manhattan,Private room,85,6,130,1.42,2,97
772,Brooklyn,Private room,75,7,15,0.25,3,365
773,Manhattan,Entire home/apt,139,10,52,0.6,1,314
774,Brooklyn,Entire home/apt,70,6,58,0.63,1,0
775,Manhattan,Private room,50,3,208,2.32,1,339
776,Queens,Private room,30,5,3,0.03,1,0
778,Brooklyn,Private room,64,1,1,0.04,1,0
781,Brooklyn,Entire home/apt,100,3,63,0.72,2,5
783,Manhattan,Entire home/apt,200,10,1,0.01,1,0
784,Brooklyn,Entire home/apt,140,5,14,0.16,1,0
785,Manhattan,Private room,130,1,107,2.38,1,304
786,Brooklyn,Entire home/apt,90,10,3,0.05,1,286
787,Manhattan,Entire home/apt,90,3,107,1.17,1,0
788,Brooklyn,Private room,97,3,29,1.57,1,118
789,Brooklyn,Entire home/apt,91,6,69,0.76,1,265
790,Brooklyn,Private room,125,3,232,2.52,1,303
791,Brooklyn,Private room,75,7,0,0.0,1,0
792,Manhattan,Entire home/apt,180,7,24,0.26,2,125
794,Brooklyn,Entire home/apt,100,10,5,0.06,2,6
795,Manhattan,Entire home/apt,175,3,10,0.23,1,0
796,Brooklyn,Private room,65,4,36,0.47,2,80
797,Manhattan,Entire home/apt,240,5,94,1.1,1,134
800,Brooklyn,Private room,47,10,5,0.06,1,0
801,Brooklyn,Entire home/apt,110,3,238,2.6,1,297
802,Manhattan,Private room,75,2,101,1.1,1,0
803,Brooklyn,Entire home/apt,100,3,21,0.23,3,43
804,Manhattan,Entire home/apt,165,2,72,0.82,1,10
806,Brooklyn,Entire home/apt,140,3,103,1.13,1,189
807,Brooklyn,Entire home/apt,120,6,66,0.72,2,17
808,Brooklyn,Entire home/apt,175,3,35,0.4,1,289
810,Manhattan,Entire home/apt,179,8,15,0.19,1,0
811,Brooklyn,Entire home/apt,189,2,13,0.18,1,0
812,Manhattan,Entire home/apt,219,2,129,1.42,1,220
814,Manhattan,Entire home/apt,249,5,8,0.11,1,0
815,Queens,Private room,65,2,5,0.06,1,362
817,Manhattan,Entire home/apt,139,10,37,0.41,1,153
818,Manhattan,Entire home/apt,209,7,14,0.16,1,205
819,Brooklyn,Entire home/apt,120,5,37,0.45,1,310
820,Queens,Entire home/apt,70,5,1,0.03,1,0
821,Manhattan,Private room,90,3,209,2.38,1,236
822,Manhattan,Entire home/apt,199,3,4,0.07,1,200
823,Brooklyn,Private room,50,10,17,0.19,2,74
824,Brooklyn,Entire home/apt,100,5,0,0.0,1,0
825,Manhattan,Entire home/apt,110,1,0,0.0,1,0
826,Brooklyn,Entire home/apt,157,4,54,0.66,2,12
827,Brooklyn,Entire home/apt,199,3,43,0.49,28,84
828,Queens,Entire home/apt,192,3,7,0.08,1,0
829,Brooklyn,Entire home/apt,199,3,75,0.93,28,84
830,Manhattan,Entire home/apt,150,1,88,0.99,1,0
831,Brooklyn,Entire home/apt,199,3,73,0.84,28,56
832,Brooklyn,Entire home/apt,199,3,89,1.06,28,62
833,Brooklyn,Entire home/apt,199,3,23,0.26,28,81
834,Brooklyn,Entire home/apt,105,3,11,0.16,1,0
835,Brooklyn,Private room,135,10,84,1.12,6,310
836,Brooklyn,Entire home/apt,199,3,54,0.61,28,60
837,Brooklyn,Private room,125,3,17,0.19,1,0
838,Brooklyn,Private room,60,7,1,0.02,2,0
839,Brooklyn,Entire home/apt,85,1,73,0.89,1,0
841,Brooklyn,Private room,75,2,98,1.07,2,264
842,Queens,Private room,55,1,63,0.89,2,341
843,Brooklyn,Private room,44,5,2,0.09,1,0
844,Brooklyn,Private room,55,5,18,0.2,3,0
845,Brooklyn,Private room,30,3,24,0.28,3,0
846,Brooklyn,Private room,35,3,1,0.07,1,0
847,Brooklyn,Private room,70,1,2,0.05,1,363
848,Brooklyn,Entire home/apt,130,10,23,0.25,1,25
849,Brooklyn,Private room,52,2,93,1.12,4,0
850,Brooklyn,Private room,75,3,0,0.0,1,358
851,Manhattan,Private room,190,3,0,0.0,2,0
853,Brooklyn,Entire home/apt,100,1,119,1.39,2,289
854,Brooklyn,Entire home/apt,130,4,9,0.1,1,188
855,Manhattan,Private room,140,2,44,0.49,1,260
856,Brooklyn,Private room,75,2,158,1.77,1,168
857,Manhattan,Entire home/apt,150,7,12,0.14,1,0
858,Manhattan,Entire home/apt,90,3,51,0.57,1,311
860,Manhattan,Entire home/apt,150,2,11,0.13,1,2
861,Brooklyn,Entire home/apt,180,3,236,2.74,2,242
862,Brooklyn,Private room,135,3,16,0.18,1,0
863,Brooklyn,Private room,65,5,123,1.42,1,46
864,Manhattan,Private room,99,3,14,0.22,1,365
865,Brooklyn,Private room,149,10,65,0.73,1,364
866,Staten Island,Private room,59,1,50,0.56,1,352
867,Manhattan,Private room,75,3,33,0.39,3,301
868,Manhattan,Private room,75,3,30,0.35,3,322
869,Brooklyn,Private room,75,3,13,0.15,1,298
870,Manhattan,Entire home/apt,109,10,18,0.2,5,285
871,Brooklyn,Entire home/apt,225,4,1,0.01,1,342
872,Manhattan,Private room,86,3,216,2.44,1,250
873,Queens,Private room,52,2,98,1.09,1,326
874,Brooklyn,Private room,100,2,61,0.86,1,90
875,Manhattan,Entire home/apt,99,10,13,0.34,9,289
876,Manhattan,Private room,89,3,136,1.52,1,193
877,Brooklyn,Entire home/apt,135,2,39,0.47,2,293
878,Manhattan,Entire home/apt,199,10,65,0.73,1,155
879,Brooklyn,Entire home/apt,89,3,62,0.71,1,189
880,Manhattan,Private room,110,3,47,0.57,1,248
881,Brooklyn,Entire home/apt,120,2,42,0.48,1,238
882,Brooklyn,Private room,59,3,207,2.29,2,284
883,Brooklyn,Private room,49,4,72,0.81,2,343
884,Brooklyn,Private room,79,10,22,0.25,1,268
885,Manhattan,Entire home/apt,135,10,25,0.28,1,249
886,Brooklyn,Entire home/apt,185,2,215,2.42,1,291
887,Brooklyn,Entire home/apt,225,4,26,0.73,1,0
888,Manhattan,Entire home/apt,245,5,18,0.21,1,0
889,Manhattan,Entire home/apt,115,3,18,0.21,1,31
891,Brooklyn,Private room,95,2,160,1.8,2,79
892,Manhattan,Private room,120,2,78,1.22,1,0
894,Brooklyn,Private room,75,2,219,2.44,2,277
895,Manhattan,Private room,109,1,66,0.94,1,353
896,Brooklyn,Entire home/apt,160,3,25,0.29,1,0
897,Manhattan,Entire home/apt,219,4,102,1.15,2,280
898,Manhattan,Entire home/apt,159,2,32,0.47,1,7
899,Brooklyn,Private room,180,3,15,0.18,6,266
900,Manhattan,Entire home/apt,150,5,1,0.02,1,0
901,Manhattan,Entire home/apt,106,3,12,0.14,1,271
903,Manhattan,Entire home/apt,179,3,297,3.37,1,205
904,Brooklyn,Entire home/apt,165,3,12,0.13,1,343
907,Manhattan,Private room,87,7,46,0.62,2,310
908,Brooklyn,Private room,79,4,42,0.47,2,52
909,Manhattan,Private room,75,2,118,2.11,3,312
910,Brooklyn,Entire home/apt,200,10,53,0.6,1,0
911,Manhattan,Private room,80,1,15,0.21,1,329
912,Brooklyn,Entire home/apt,115,3,64,0.72,4,333
913,Brooklyn,Entire home/apt,115,3,51,0.58,4,327
914,Brooklyn,Entire home/apt,120,3,79,0.88,4,349
915,Manhattan,Private room,125,3,202,2.29,1,217
917,Manhattan,Private room,95,6,62,0.76,2,80
918,Manhattan,Entire home/apt,99,2,36,0.45,1,0
919,Manhattan,Entire home/apt,121,1,16,0.19,2,351
921,Manhattan,Private room,75,2,77,0.88,2,144
922,Manhattan,Private room,95,5,110,1.27,2,43
923,Manhattan,Private room,89,1,56,0.64,1,365
924,Manhattan,Private room,195,1,7,0.08,1,129
925,Manhattan,Private room,160,10,0,0.0,1,0
926,Brooklyn,Entire home/apt,70,10,19,0.22,1,0
927,Manhattan,Private room,100,3,7,0.09,1,0
928,Manhattan,Entire home/apt,140,1,53,0.6,1,0
929,Manhattan,Entire home/apt,189,3,265,2.99,2,355
930,Brooklyn,Private room,160,5,0,0.0,1,0
931,Brooklyn,Entire home/apt,178,10,8,0.1,1,280
932,Brooklyn,Entire home/apt,145,10,46,0.52,1,38
933,Brooklyn,Entire home/apt,125,5,6,0.08,1,31
935,Brooklyn,Private room,77,5,11,0.13,3,365
936,Manhattan,Private room,60,3,5,1.47,9,0
937,Manhattan,Entire home/apt,129,3,132,1.49,1,171
938,Manhattan,Entire home/apt,199,6,41,0.47,1,36
939,Brooklyn,Private room,92,7,34,0.39,1,332
940,Brooklyn,Entire home/apt,185,3,34,0.39,1,0
941,Manhattan,Entire home/apt,110,7,27,0.31,1,192
942,Brooklyn,Private room,65,4,30,0.34,1,139
943,Manhattan,Private room,135,3,214,2.45,2,167
944,Manhattan,Shared room,115,10,12,0.14,1,0
945,Manhattan,Private room,175,2,6,0.09,4,10
947,Brooklyn,Private room,72,3,156,1.8,1,110
948,Brooklyn,Private room,80,2,30,0.74,1,0
949,Brooklyn,Entire home/apt,125,5,1,0.02,1,0
950,Brooklyn,Private room,120,5,3,0.09,1,242
951,Brooklyn,Private room,94,2,272,3.18,3,22
952,Brooklyn,Private room,56,3,63,0.82,1,0
954,Brooklyn,Entire home/apt,190,2,5,0.1,1,0
955,Brooklyn,Private room,129,3,63,0.71,2,87
956,Brooklyn,Entire home/apt,85,5,268,3.04,2,202
957,Staten Island,Private room,20,3,80,0.92,1,226
958,Manhattan,Entire home/apt,145,3,22,0.25,1,0
959,Manhattan,Entire home/apt,200,7,13,0.15,1,327
960,Brooklyn,Entire home/apt,125,4,23,0.67,2,262
961,Brooklyn,Entire home/apt,50,10,3,0.08,1,0
962,Manhattan,Private room,160,3,10,0.12,3,359
963,Manhattan,Private room,180,3,14,0.16,3,348
964,Manhattan,Private room,100,1,20,0.28,1,0
965,Brooklyn,Private room,70,5,2,0.02,1,0
966,Bronx,Entire home/apt,120,2,47,1.22,1,318
967,Staten Island,Private room,110,2,6,0.19,1,363
968,Manhattan,Private room,105,7,93,1.06,1,70
970,Manhattan,Private room,74,10,15,0.17,1,90
971,Manhattan,Entire home/apt,165,2,70,0.8,4,15
972,Manhattan,Private room,99,3,4,0.41,1,335
973,Manhattan,Entire home/apt,125,10,128,1.46,4,0
974,Queens,Private room,75,1,59,0.69,2,0
975,Queens,Shared room,45,1,8,0.11,2,364
976,Brooklyn,Entire home/apt,159,2,106,1.22,1,34
977,Brooklyn,Private room,45,10,15,0.57,4,242
978,Manhattan,Private room,104,2,133,1.51,1,147
979,Manhattan,Entire home/apt,225,4,27,0.31,1,169
980,Manhattan,Private room,100,5,61,0.7,1,188
981,Brooklyn,Private room,90,2,2,0.02,2,89
982,Queens,Private room,75,1,16,0.18,2,189
984,Manhattan,Entire home/apt,135,5,38,0.44,1,253
985,Manhattan,Private room,125,1,25,0.28,1,311
986,Manhattan,Entire home/apt,225,3,93,1.05,1,0
987,Manhattan,Private room,85,3,6,0.07,1,363
988,Manhattan,Entire home/apt,200,7,30,0.34,1,224
990,Manhattan,Private room,90,10,67,0.77,1,301
991,Brooklyn,Entire home/apt,130,10,53,0.68,1,0
992,Brooklyn,Entire home/apt,90,10,32,0.37,1,50
995,Manhattan,Private room,125,1,0,0.0,1,365
996,Manhattan,Private room,125,3,74,0.84,3,212
997,Manhattan,Private room,145,3,165,1.88,2,181
998,Manhattan,Entire home/apt,147,2,16,0.18,1,0
999,Brooklyn,Private room,123,3,269,3.09,3,158
1000,Brooklyn,Entire home/apt,88,3,243,2.75,1,217
1001,Queens,Entire home/apt,215,2,59,0.94,1,335
1002,Manhattan,Entire home/apt,225,3,134,1.53,1,231
1004,Brooklyn,Entire home/apt,145,3,7,0.08,1,270
1005,Brooklyn,Private room,75,3,112,1.28,8,330
1006,Manhattan,Entire home/apt,145,5,0,0.0,1,0
1007,Brooklyn,Entire home/apt,229,2,92,1.05,1,321
1009,Manhattan,Private room,100,3,67,0.76,3,345
1010,Brooklyn,Entire home/apt,75,2,8,0.1,1,2
1011,Manhattan,Entire home/apt,225,2,244,2.81,2,252
1012,Brooklyn,Private room,120,6,62,0.7,2,15
1013,Brooklyn,Entire home/apt,160,5,125,1.47,3,169
1014,Brooklyn,Entire home/apt,125,10,58,0.67,2,212
1015,Brooklyn,Entire home/apt,95,5,9,0.1,1,0
1016,Brooklyn,Private room,119,3,137,1.57,1,296
1018,Manhattan,Entire home/apt,160,1,36,0.57,1,365
1020,Manhattan,Entire home/apt,175,10,1,0.03,1,0
1021,Brooklyn,Entire home/apt,87,6,39,0.47,2,258
1022,Brooklyn,Entire home/apt,160,1,145,1.76,2,257
1023,Manhattan,Private room,125,3,28,0.33,1,364
1024,Brooklyn,Entire home/apt,90,2,206,2.4,1,236
1025,Manhattan,Entire home/apt,200,7,4,0.22,1,0
1027,Manhattan,Private room,99,10,27,0.31,1,189
1029,Manhattan,Private room,99,1,134,1.54,1,265
1031,Manhattan,Entire home/apt,129,7,5,0.09,1,0
1032,Brooklyn,Entire home/apt,130,10,5,0.06,1,196
1033,Brooklyn,Entire home/apt,190,4,8,0.09,1,0
1034,Brooklyn,Private room,55,2,62,0.71,2,57
1035,Manhattan,Private room,60,2,13,0.15,1,0
1038,Queens,Private room,50,10,69,0.79,1,0
1039,Brooklyn,Entire home/apt,125,4,41,0.47,1,10
1040,Brooklyn,Entire home/apt,150,10,89,1.04,1,247
1041,Brooklyn,Entire home/apt,70,4,40,0.46,1,273
1042,Brooklyn,Entire home/apt,138,3,106,1.22,1,189
1044,Manhattan,Private room,145,5,2,0.09,1,365
1045,Manhattan,Entire home/apt,151,10,19,0.22,1,249
1046,Manhattan,Entire home/apt,208,6,100,1.14,1,310
1047,Brooklyn,Entire home/apt,200,3,16,0.19,1,291
1048,Manhattan,Private room,110,2,64,0.76,1,74
1049,Manhattan,Private room,58,1,17,0.31,2,289
1050,Manhattan,Private room,55,2,7,0.08,1,0
1051,Brooklyn,Entire home/apt,105,10,15,0.17,1,219
1053,Brooklyn,Entire home/apt,150,3,87,1.0,1,73
1054,Brooklyn,Private room,55,10,10,0.14,1,97
1056,Queens,Entire home/apt,77,3,289,3.3,1,85
1057,Manhattan,Entire home/apt,125,9,10,0.11,1,0
1059,Brooklyn,Entire home/apt,189,7,7,0.1,2,303
1060,Bronx,Private room,49,1,23,0.27,1,333
1061,Manhattan,Entire home/apt,90,4,22,0.27,1,239
1062,Manhattan,Private room,100,1,1,0.02,1,6
1064,Queens,Private room,75,5,30,0.37,3,180
1065,Queens,Private room,69,7,55,0.64,3,318
1066,Brooklyn,Private room,90,1,155,1.78,3,328
1067,Manhattan,Private room,94,1,95,1.09,1,18
1068,Brooklyn,Private room,80,2,118,1.35,1,353
1069,Bronx,Entire home/apt,100,5,82,0.96,1,63
1070,Brooklyn,Private room,39,5,105,1.21,3,34
1072,Brooklyn,Private room,55,7,28,0.32,2,333
1073,Brooklyn,Private room,110,2,0,0.0,1,0
1074,Brooklyn,Entire home/apt,200,1,3,0.06,1,0
1075,Brooklyn,Entire home/apt,142,3,120,1.4,1,222
1076,Brooklyn,Private room,70,2,339,3.88,3,333
1078,Manhattan,Entire home/apt,225,4,13,0.15,1,195
1079,Brooklyn,Private room,59,10,6,0.07,3,0
1080,Manhattan,Private room,65,1,3,0.03,1,0
1081,Manhattan,Entire home/apt,99,10,11,0.18,1,249
1082,Manhattan,Entire home/apt,239,2,67,1.33,1,78
1083,Manhattan,Entire home/apt,50,2,123,1.47,1,21
1084,Manhattan,Private room,65,4,109,1.25,3,0
1085,Manhattan,Entire home/apt,139,4,23,0.27,1,0
1086,Manhattan,Entire home/apt,174,2,269,3.15,2,167
1088,Manhattan,Private room,75,3,36,1.76,1,47
1089,Manhattan,Entire home/apt,210,1,178,2.06,1,0
1090,Brooklyn,Private room,55,4,132,1.51,2,195
1091,Brooklyn,Entire home/apt,229,3,12,0.15,1,319
1092,Manhattan,Entire home/apt,150,2,23,0.27,1,0
1093,Manhattan,Entire home/apt,129,2,47,0.55,1,177
1094,Manhattan,Entire home/apt,100,8,8,0.11,1,0
1095,Brooklyn,Entire home/apt,200,3,17,0.2,1,67
1096,Manhattan,Private room,89,5,4,0.06,1,0
1098,Brooklyn,Private room,65,7,2,0.02,3,0
1099,Brooklyn,Entire home/apt,68,2,35,0.54,3,0
1100,Brooklyn,Entire home/apt,235,3,108,1.25,2,144
1101,Brooklyn,Entire home/apt,100,3,182,2.15,1,220
1103,Queens,Shared room,39,1,454,5.27,1,353
